dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
3889,2026-01-19 23:52:00,21981,1629691,In what country is Appalachian State University?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.98,,,1,1.0,0,0
3890,2026-01-19 23:52:00,36,702414,In what country is Kawahigashi Station?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap""]",Japan,0.956,,,1,1.0,0,0
3891,2026-01-19 23:52:00,87,377325,In what country is Los Santos mine?,"[""Spain"", ""España"", ""Kingdom of Spain"", ""ES"", ""ESP""]",Colombia,0.92,,,0,-1.0,0,1
3892,2026-01-19 23:52:00,61,1629691,In what country is Whited Township?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.92,,,1,1.0,0,0
3893,2026-01-19 23:52:00,1256,136982,In what country is Juliaca?,"[""Peru"", ""pe"", ""Republic of Peru"", ""República del Perú"", ""🇵🇪"", ""Republica del Peru""]",Peru,0.9999,,,1,1.0,0,0
3894,2026-01-19 23:52:00,156,1629691,In what country is Watson?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,,,0,0.8,1,0
3895,2026-01-19 23:52:00,846,1629691,In what country is Neodesha?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.98,,,1,1.0,0,0
3896,2026-01-19 23:52:00,381,136530,In what country is IDEA?,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",I don't know,,"IDEA refers to the International IDEA (International Institute for Democracy and Electoral Assistance), which is headquartered in Stockholm, Sweden.",0.3625,0,0.8,1,0
3897,2026-01-19 23:52:00,2583,1629691,In what country is College of the Atlantic?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.95,,,1,1.0,0,0
3898,2026-01-19 23:52:00,54,317291,In what country is Asalem Rural District?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",Iran,0.87,,,1,1.0,0,0
3899,2026-01-19 23:52:00,44,486947,In what country is Contest?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",I don't know,,The United States,0.25,0,0.8,1,0
3900,2026-01-19 23:52:00,64,1629691,In what country is Genoa?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Italy,0.9999,,,0,-1.0,0,1
3901,2026-01-19 23:52:00,57,1629691,In what country is Normania Township?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.98,,,1,1.0,0,0
3902,2026-01-19 23:52:00,184,816653,In what country is Kelowna Chiefs?,"[""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA"", ""ca"", ""can"", ""Can.""]",Canada,0.98,,,1,1.0,0,0
3903,2026-01-19 23:52:00,964,425312,In what country is Eros Airport?,"[""Namibia"", ""Republic of Namibia"", ""na"", ""🇳🇦"", ""NAM""]",Namibia,0.98,,,1,1.0,0,0
3904,2026-01-19 23:52:00,479,150307,In what country is Macedonian Academy of Sciences and Arts?,"[""North Macedonia"", ""Republic of North Macedonia"", ""MKD"", ""FYROM"", ""FYR Macedonia"", ""Macedonia"", ""Former Yugoslav Republic of Macedonia"", ""Republic of Macedonia"", ""🇲🇰"", ""mk""]",North Macedonia,0.99,,,1,1.0,0,0
3905,2026-01-19 23:52:00,37,136982,In what country is Chicche District?,"[""Peru"", ""pe"", ""Republic of Peru"", ""República del Perú"", ""🇵🇪"", ""Republica del Peru""]",Peru,0.95,,,1,1.0,0,0
3906,2026-01-19 23:52:00,57,486947,In what country is canton of Marseille-La Pomme?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,0.999,,,1,1.0,0,0
3907,2026-01-19 23:52:00,145,252752,In what country is Pal?,"[""Andorra"", ""Principality of Andorra"", ""Principality of the Valleys of Andorra"", ""ad"", ""🇦🇩"", ""AND""]",France,0.22,,,0,-1.0,0,1
3908,2026-01-19 23:52:00,126,183018,In what country is Liškiava?,"[""Lithuania"", ""Republic of Lithuania"", ""Lietuva"", ""🇱🇹"", ""LTU"", ""LT""]",Lithuania,0.98,,,1,1.0,0,0
3909,2026-01-19 23:52:00,126,556493,In what country is Direkte Aktion?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",Germany,0.9123,,,1,1.0,0,0
3910,2026-01-19 23:52:00,89,1301086,In what country is Devanur?,"[""India"", ""Bharat"", ""Hindustan"", ""Bharatvarsh"", ""in"", ""IN"", ""Republic of India"", ""🇮🇳"", ""IND"", ""Aryavratt""]",India,0.95,,,1,1.0,0,0
3911,2026-01-19 23:52:00,246420,1066107,In what country is BBC?,"[""United Kingdom"", ""🇬🇧"", ""UK"", ""United Kingdom of Great Britain and Northern Ireland"", ""U.K."", ""GBR"", ""GB"", ""U. K."", ""U K"", ""G.B."", ""G. B."", ""G B"", ""Great Britain"", ""G.B.R."", ""G B R"", ""Britain"", ""Great Britain and Northern Ireland""]",The BBC (British Broadcasting Corporation) is in the United Kingdom.,0.98,,,1,1.0,0,0
3912,2026-01-19 23:52:00,93,196468,In what country is Tegher?,"[""Armenia"", ""Republic of Armenia"", ""🇦🇲"", ""ARM"", ""AM""]",Armenia,0.942,,,1,1.0,0,0
3913,2026-01-19 23:52:00,67,1301086,In what country is Kodki?,"[""India"", ""Bharat"", ""Hindustan"", ""Bharatvarsh"", ""in"", ""IN"", ""Republic of India"", ""🇮🇳"", ""IND"", ""Aryavratt""]",India,0.82,,,1,1.0,0,0
3914,2026-01-19 23:52:00,35087,1629691,In what country is US Open?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The United States of America,0.9999,,,1,1.0,0,0
3915,2026-01-19 23:52:00,40,317291,In what country is Javar Tan?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",Iran,0.7625,,,1,1.0,0,0
3916,2026-01-19 23:52:00,2148,1629691,In what country is Washington?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The United States of America,0.98,,,1,1.0,0,0
3917,2026-01-19 23:52:00,85,713574,In what country is New England?,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland""]","The question is ambiguous because ""New England"" can refer to multiple places. The most commonly known New England is a region in the United States of America.",0.98,,,1,1.0,0,0
3918,2026-01-19 23:52:00,82471,177730,In what country is Old English?,"[""England"", ""Scotland"", ""Alba"", ""Scotland, United Kingdom"", ""SCT"", ""Caledonia"", ""Scot"", ""Wales"", ""WAL"", ""WLS"", ""Cymru"", ""Cambria""]",Old English is not a country; it is a historical stage of the English language that was spoken in what is now England (part of the United Kingdom).,0.92,,,1,1.0,0,0
3919,2026-01-19 23:52:00,14208,1629691,In what country is Eastern United States?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The Eastern United States is in the United States of America.,0.9999,,,1,1.0,0,0
3920,2026-01-19 23:52:00,223,249163,In what country is The Met?,"[""Thailand"", ""Kingdom of Thailand"", ""th"", ""Siam"", ""🇹🇭"", ""Land of Smiles"", ""THA""]",United States,0.95,,,0,-1.0,0,1
3921,2026-01-19 23:52:00,523,1629691,In what country is Elim?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,Elim is in South Africa,0.25,0,0.8,1,0
3922,2026-01-19 23:52:00,2295,1629691,In what country is Cornville?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.8234,,,1,1.0,0,0
3923,2026-01-19 23:52:00,20,355720,"In what country is Kowale, Lower Silesian Voivodeship?","[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",Poland,0.98,,,1,1.0,0,0
3924,2026-01-19 23:52:00,53,336913,In what country is Obeakpu?,"[""Nigeria"", ""Federal Republic of Nigeria"", ""🇳🇬"", ""NG"", ""FRN"", ""NGA"", ""NGR"", ""Naija""]",Nigeria,0.87,,,1,1.0,0,0
3925,2026-01-19 23:52:00,87,486947,In what country is La Couarde-sur-Mer?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,0.9967,,,1,1.0,0,0
3926,2026-01-19 23:52:00,414,683050,In what country is Deh Rahwod District?,"[""Afghanistan"", ""af"", ""🇦🇫"", ""AFG""]",Afghanistan,0.94,,,1,1.0,0,0
3927,2026-01-19 23:52:00,39,556493,In what country is Riechheimer Berg?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",Germany,0.95,,,1,1.0,0,0
3928,2026-01-19 23:52:00,8,278539,In what country is Alexeni River?,"[""Romania"", ""Roumania"", ""Rumania"", ""România"", ""ro"", ""🇷🇴""]",Romania,0.7321,,,1,1.0,0,0
3929,2026-01-19 23:52:00,57,486947,In what country is Villers-sous-Foucarmont?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,0.98,,,1,1.0,0,0
3930,2026-01-19 23:52:00,262,336913,"In what country is Lau, Nigeria?","[""Nigeria"", ""Federal Republic of Nigeria"", ""🇳🇬"", ""NG"", ""FRN"", ""NGA"", ""NGR"", ""Naija""]",Nigeria,0.99,,,1,1.0,0,0
3931,2026-01-19 23:52:00,131,486947,In what country is Archon?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",I don't know,,,,0,0.8,1,0
3932,2026-01-19 23:52:00,107,1629691,In what country is Mineral?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,,,0,0.8,1,0
3933,2026-01-19 23:52:00,259,1629691,In what country is Peru?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Peru is a country; it is not located in another country.,0.9999,,,0,-1.0,0,1
3934,2026-01-19 23:52:00,284,383128,In what country is Babo Airport?,"[""Indonesia"", ""Republic of Indonesia"", ""id"", ""ID"", ""INA"", ""IDN""]",Indonesia,0.9,,,1,1.0,0,0
3935,2026-01-19 23:52:00,1360,407517,In what country is Thabazimbi?,"[""South Africa"", ""Republic of South Africa"", ""RSA"", ""SA"", ""za"", ""🇿🇦"", ""zaf""]",South Africa,0.975,,,1,1.0,0,0
3936,2026-01-19 23:52:00,2267,1629691,In what country is Hudson?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,United States,0.25,1,0.8,1,0
3937,2026-01-19 23:52:00,57,816653,In what country is North Lake?,"[""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA"", ""ca"", ""can"", ""Can.""]",I don't know,,United States,0.25,0,0.8,1,0
3938,2026-01-19 23:52:00,231,317291,In what country is Ab Bahri?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",Iran,0.8567,,,1,1.0,0,0
3939,2026-01-19 23:52:00,10846,1629691,In what country is Illinois State University?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.98,,,1,1.0,0,0
3940,2026-01-19 23:52:00,2863,1629691,In what country is La Junta?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Chile,0.87,,,0,-1.0,0,1
3941,2026-01-19 23:52:00,428,1629691,In what country is Los Angeles City High School District?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.98,,,1,1.0,0,0
3942,2026-01-19 23:52:00,226,377325,In what country is Autopista AP-2?,"[""Spain"", ""España"", ""Kingdom of Spain"", ""ES"", ""ESP""]",Spain,0.98,,,1,1.0,0,0
3943,2026-01-19 23:52:00,35,1629691,In what country is 112th United States Colored Infantry?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.94,,,1,1.0,0,0
3944,2026-01-19 23:52:00,41,293715,In what country is Storsteinnes Chapel?,"[""Norway"", ""Kingdom of Norway"", ""Norge"", ""Norvège‏"", ""NO"", ""NOR"", ""no"", ""Noreg"", ""Norwegen‏"", ""🇳🇴""]",Norway,0.9387,,,1,1.0,0,0
3945,2026-01-19 23:52:00,4211,331690,In what country is Lutsk?,"[""Ukraine"", ""UA"", ""UKR"", ""ua"", ""Ukrainia"", ""🇺🇦"", ""Ukr."", ""Ukraina""]",Ukraine,0.99,,,1,1.0,0,0
3946,2026-01-19 23:52:00,53,119154,In what country is Ch'uch'u Apachita?,"[""Bolivia"", ""Plurinational State of Bolivia"", ""bo"", ""bol"", ""🇧🇴"", ""Republic of Bolivia"", ""BOL"", ""Bolivia (Plurinational State of)""]",Bolivia,0.7123,,,1,1.0,0,0
3947,2026-01-19 23:52:00,106131,1629691,In what country is Fox News?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.9975,,,1,1.0,0,0
3948,2026-01-19 23:52:00,2897,1629691,In what country is Burns?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,United States,0.25,1,0.8,1,0
3949,2026-01-19 23:52:00,27081,1629691,In what country is New School?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,,,0,0.8,1,0
3950,2026-01-19 23:52:00,2146,288000,In what country is East New Britain Province?,"[""Papua New Guinea"", ""Independent State of Papua New Guinea"", ""PNG"", ""pg"", ""🇵🇬""]",Papua New Guinea,0.9999,,,1,1.0,0,0
3951,2026-01-19 23:52:00,78,151926,In what country is Bārta?,"[""Latvia"", ""Republic of Latvia"", ""Latvian Republic"", ""lv"", ""Latvija"", ""🇱🇻"", ""LAT"", ""LVA""]",Latvia,0.85,,,1,1.0,0,0
3952,2026-01-19 23:52:00,1855,1629691,In what country is 77th United States Congress?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The 77th United States Congress was in the United States.,0.9965,,,1,1.0,0,0
3953,2026-01-19 23:52:00,77,169786,In what country is Urge?,"[""Estonia"", ""Republic of Estonia"", ""Estland"", ""Eesti"", ""ee"", ""EST"", ""🇪🇪""]",I don't know,,Sweden,0.25,0,0.8,1,0
3954,2026-01-19 23:52:00,268,1629691,In what country is George?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",,,,,0,0.8,1,1
3955,2026-01-19 23:52:00,1767,492668,In what country is Iksan?,"[""South Korea"", ""Republic of Korea"", ""ROK"", ""kr"", ""Rep. Korea"", ""S. Korea"", ""Korea Republic"", ""🇰🇷"", ""KOR""]",South Korea,0.96,,,1,1.0,0,0
3956,2026-01-19 23:52:00,88,271047,In what country is Domašov?,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",Czech Republic,0.93,,,1,1.0,0,0
3957,2026-01-19 23:52:00,142,1629691,In what country is Magnolia Bible College?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States of America,0.92,,,1,1.0,0,0
3958,2026-01-19 23:52:00,315,1629691,In what country is Christine?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,,,0,0.8,1,0
3959,2026-01-19 23:52:00,532,1629691,In what country is Mechanicsburg?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The United States,0.8,,,1,1.0,0,0
3960,2026-01-19 23:52:00,98,41278,In what country is Vaiea?,"[""Niue"", ""Niuē"", ""nu"", ""🇳🇺""]",Niue,0.95,,,1,1.0,0,0
3961,2026-01-19 23:52:00,112,173799,In what country is Dragočaj?,"[""Bosnia and Herzegovina"", ""Bosnia-Herzegovina"", ""Bosnia"", ""BiH"", ""Bosnia & Herzegovina"", ""B&H"", ""🇧🇦"", ""ba"", ""BIH""]",Bosnia and Herzegovina,0.7412,,,1,1.0,0,0
3962,2026-01-19 23:52:00,1503,1629691,In what country is Pine Hills?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don't know,,,,0,0.8,1,0
3963,2026-01-19 23:52:00,71,1629691,In what country is Monitor House?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.6225,,,1,1.0,0,0
3964,2026-01-19 23:52:00,250,148099,In what country is Rakhyah District?,"[""Yemen"", ""Republic of Yemen"", ""ye"", ""Rep. Yemen"", ""🇾🇪"", ""YEM""]",Yemen,0.88,,,1,1.0,0,0
3965,2026-01-19 23:52:00,117605,454969,In what country is Greek?,"[""United Kingdom"", ""🇬🇧"", ""UK"", ""United Kingdom of Great Britain and Northern Ireland"", ""U.K."", ""GBR"", ""GB"", ""U. K."", ""U K"", ""G.B."", ""G. B."", ""G B"", ""Great Britain"", ""G.B.R."", ""G B R"", ""Britain"", ""Great Britain and Northern Ireland"", ""Russia"", ""Rossiya"", ""Rossija"", ""RU"", ""ru"", ""Rossijskaja Federatsija"", ""Russian Federation"", ""Rossiyskaya Federatsiya"", ""Rus"", ""RUS"", ""RF"", ""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA"", ""ca"", ""can"", ""Can."", ""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE"", ""Ukraine"", ""UA"", ""UKR"", ""ua"", ""Ukrainia"", ""🇺🇦"", ""Ukr."", ""Ukraina"", ""Albania"", ""Republic of Albania"", ""al"", ""Republika e Shqipërisë"", ""Shqipërisë"", ""🇦🇱"", ""ALB"", ""Cyprus"", ""cy"", ""🇨🇾"", ""Greek Cypriot State"", ""Republic of Cyprus"", ""Greek Administration of Southern Cyprus"", ""Kazakhstan"", ""Republic of Kazakhstan"", ""kz"", ""Qazaqstan"", ""KAZ"", ""🇰🇿"", ""Abkhazia"", ""Abkhasia"", ""Abkazia"", ""Abchasia"", ""Abkhaziya"", ""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica"", ""Sweden"", ""Kingdom of Sweden"", ""SE"", ""se"", ""SWE"", ""🇸🇪"", ""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA"", ""Armenia"", ""Republic of Armenia"", ""🇦🇲"", ""ARM"", ""AM"", ""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland"", ""Greece"", ""Hellenic Republic"", ""Hellas"", ""gr"", ""el"", ""🇬🇷"", ""Greek Republic"", ""GRE"", ""Ellada"", ""Greek"", ""Turkey"", ""Republic of Turkey"", ""🇹🇷"", ""TUR"", ""TR"", ""Egypt"", ""Republic of Egypt"", ""eg"", ""EGY"", ""🇪🇬"", ""Arab Republic of Egypt"", ""Arab Rep. Egypt"", ""Rep. Egypt"", ""Israel"", ""State of Israel"", ""il"", ""🇮🇱"", ""Holy Land"", ""the Jewish state"", ""ISR""]",Greece,0.95,,,1,1.0,0,0
3966,2026-01-19 23:52:00,64,1301086,In what country is Sagoni?,"[""India"", ""Bharat"", ""Hindustan"", ""Bharatvarsh"", ""in"", ""IN"", ""Republic of India"", ""🇮🇳"", ""IND"", ""Aryavratt""]",India,0.75,,,1,1.0,0,0
3967,2026-01-19 23:52:00,66,249550,In what country is Eeuwfeestkliniek?,"[""Belgium"", ""Kingdom of Belgium"", ""BEL"", ""be"", ""🇧🇪"", ""BE""]",Belgium,0.82,,,1,1.0,0,0
3968,2026-01-19 23:52:00,57,355720,"In what country is Łupiny, Masovian Voivodeship?","[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",Poland,0.999,,,1,1.0,0,0
3969,2026-01-19 23:52:00,360,1629691,In what country is Bookstop?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.8421,,,1,1.0,0,0
3970,2026-01-19 23:52:00,1204,140030,In what country is Husainid Dynasty?,"[""Tunisia"", ""Republic of Tunisia"", ""Tunisian Republic"", ""tn"", ""🇹🇳"", ""TUN""]",Tunisia,0.92,,,1,1.0,0,0
3971,2026-01-19 23:52:00,15,724517,In what country is Xaga?,"[""People's Republic of China"", ""China"", ""CN"", ""PR China"", ""PRC"", ""cn"", ""CHN"", ""🇨🇳"", ""China PR"", ""Mainland China""]",I don't know,,Xaga is in Spain.,0.3125,0,0.8,1,0
3972,2026-01-19 23:52:00,45,188949,"In what country is Babino, Haiti?","[""Haiti"", ""Republic of Haiti"", ""ht"", ""Hayti"", ""HT"", ""République d'Haïti"", ""Haitian Republic"", ""Ayiti"", ""🇭🇹"", ""HAI""]",Haiti,0.92,,,1,1.0,0,0
