dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
2523,2026-01-25 18:53:17,111,59051,What genre is Jaroslav Kocián?,"[""Western classical music"", ""Western art music"", ""European classical music"", ""Classical music""]",Classical music,0.95,1,1,0,0
2524,2026-01-25 18:53:19,117,28977,What genre is Niall Toner?,"[""bluegrass music"", ""bluegrass"", ""Bluegrass""]",Country,0.95,0,-1,1,0
2525,2026-01-25 18:53:19,13303,36816,What genre is Water?,"[""comedy film"", ""comedy movie""]",Water is a drama.,0.95,0,-1,1,0
2526,2026-01-25 18:53:21,1450,42825,What genre is Gwyneth Jones?,"[""opera"", ""lyric drama"", ""European opera"", ""Western classical opera""]",Science Fiction,0.95,0,-1,1,0
2527,2026-01-25 18:53:22,158,36816,What genre is Jus primae noctis?,"[""comedy film"", ""comedy movie""]",Historical fiction,0.85,0,-1,1,0
2528,2026-01-25 18:53:23,556,35112,What genre is Who Framed Roger Rabbit?,"[""adventure game"", ""adventure video game""]",Animated mystery-comedy,0.95,0,-1,1,0
2529,2026-01-25 18:53:24,693,83910,What genre is Tilt?,"[""punk rock"", ""punk"", ""punk music""]",Electronic,0.95,0,-1,1,0
2530,2026-01-25 18:53:25,92,11277,What genre is Theatre?,"[""mathcore"", ""math metal"", ""noisecore""]",Drama,0.95,0,-1,1,0
2531,2026-01-25 18:53:25,299,90942,What genre is The Maze?,"[""horror film"", ""horror movie""]",Young Adult Dystopian Fiction,0.95,0,-1,1,0
2532,2026-01-25 18:53:26,24807,90942,What genre is The Awakening?,"[""horror film"", ""horror movie""]",Fiction,0.95,0,-1,1,0
2533,2026-01-25 18:53:27,2553,9586,What genre is Dance Dance Revolution?,"[""music video game"", ""music game"", ""music and rhythm video games""]",Rhythm game,0.98,0,-1,1,0
2534,2026-01-25 18:53:28,1216,45932,What genre is Insight?,"[""anthology series""]",Science Fiction,0.9,0,-1,1,0
2535,2026-01-25 18:53:29,10888,40906,What genre is The Swan?,"[""reality television"", ""reality TV"", ""reality television program"", ""reality TV program"", ""reality television show"", ""television reality program"", ""television reality show"", ""TV reality program"", ""TV reality show""]",Classical,0.95,0,-1,1,0
2536,2026-01-25 18:53:30,10323,26431,What genre is Portal?,"[""puzzle video game"", ""puzzle game"", ""Puzzle video games"", ""puzzle/jigsaw video game""]",Puzzle-platformer,0.98,0,-1,1,0
2537,2026-01-25 18:53:31,1010,100802,What genre is Ben Branch?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",Jazz,0.95,1,1,0,0
2538,2026-01-25 18:53:32,93,42565,What genre is Background?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",Background is a pop song.,0.85,0,-1,1,0
2539,2026-01-25 18:53:33,183,91093,What genre is And So It Goes?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",Romantic comedy-drama,0.95,0,-1,1,0
2540,2026-01-25 18:53:35,95,35455,What genre is Node?,"[""death metal"", ""Death Metal""]",JavaScript runtime environment,0.95,0,-1,1,0
2541,2026-01-25 18:53:36,572,286065,What genre is Real Love?,"[""pop music"", ""pop"", ""Pop""]",Pop,0.95,1,1,0,0
2542,2026-01-25 18:53:37,316,33715,What genre is THC?,"[""trip hop"", ""Bristol sound"", ""trip-hop""]",Hip hop,0.95,0,-1,1,0
2543,2026-01-25 18:53:38,1805,60371,What genre is The Reach?,"[""short story"", ""tale"", ""pripovijetka""]",Science Fiction,0.9,0,-1,1,0
2544,2026-01-25 18:53:38,5905,29263,What genre is This Was?,"[""blues rock"", ""Blues Rock""]",Rock,0.95,1,1,0,0
2545,2026-01-25 18:53:39,728,15760,What genre is Ultraspank?,"[""industrial metal"", ""Industrial Metal""]",Alternative metal,0.95,0,-1,1,0
2546,2026-01-25 18:53:41,26900,36819,What genre is Network?,"[""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",Drama,0.95,1,1,0,0
2547,2026-01-25 18:53:42,1689,35112,What genre is Sherlock Holmes: The Mystery of the Mummy?,"[""adventure game"", ""adventure video game""]",Adventure,0.95,1,1,0,0
2548,2026-01-25 18:53:43,474,14617,What genre is GT Advance Championship Racing?,"[""racing video game"", ""racing game"", ""racing video games"", ""racer""]",Racing,0.98,1,1,0,0
2549,2026-01-25 18:53:44,1392,11267,What genre is Snake River Conspiracy?,"[""industrial rock""]",Alternative rock,0.9,0,-1,1,0
2550,2026-01-25 18:53:45,116,155784,What genre is Universe?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Science Fiction,0.95,1,1,0,0
2551,2026-01-25 18:53:46,9636,80602,What genre is Another World?,"[""action-adventure game"", ""a-avg"", ""action adventure video games"", ""platform game"", ""platformer"", ""Platform video games""]",Action-adventure,0.95,1,1,0,0
2552,2026-01-25 18:53:47,19258,90942,What genre is The Entity?,"[""horror film"", ""horror movie""]",Horror,0.95,1,1,0,0
2553,2026-01-25 18:53:48,71,155784,What genre is In Deep?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction"", ""short story"", ""tale"", ""pripovijetka""]",Drama,0.9,0,-1,1,0
2554,2026-01-25 18:53:49,513,144161,What genre is The Capture?,"[""thriller"", ""suspense"", ""thriller television program"", ""thriller TV program"", ""thriller television show"", ""thriller TV show"", ""suspense television program"", ""suspense TV program"", ""suspense television show"", ""suspense TV show""]",Thriller,0.95,1,1,0,0
2555,2026-01-25 18:53:50,12329,41996,What genre is Ghost in the Shell 2: Innocence?,"[""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]",Science Fiction,0.95,1,1,0,0
2556,2026-01-25 18:53:51,484,3319,What genre is Body of Evidence?,"[""crime novel""]",Thriller,0.95,0,-1,1,0
2557,2026-01-25 18:53:51,1201,286065,What genre is Evergreen?,"[""pop music"", ""pop"", ""Pop""]",Pop,0.95,1,1,0,0
2558,2026-01-25 18:53:52,21969,49998,What genre is Super Mario World?,"[""platform game"", ""platformer"", ""Platform video games""]",Platformer,0.9999,1,1,0,0
2559,2026-01-25 18:53:53,136,42565,What genre is La nudité toute nue?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",Drama,0.85,0,-1,1,0
2560,2026-01-25 18:53:54,4566,22860,What genre is The Great Ziegfeld?,"[""musical film"", ""musical movie""]",Musical,0.95,1,1,0,0
2561,2026-01-25 18:53:55,4922,155784,What genre is Gateway?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Science Fiction,0.95,1,1,0,0
2562,2026-01-25 18:53:56,512,2186,What genre is Lutheran Worship?,"[""hymnal"", ""hymnbook"", ""hymn book"", ""psalmody"", ""hymnals"", ""hymnbooks"", ""hymn books""]",Christian worship,0.95,0,-1,1,0
2563,2026-01-25 18:53:57,365,90942,What genre is The Incredible Invasion?,"[""horror film"", ""horror movie""]",Science Fiction,0.9,0,-1,1,0
2564,2026-01-25 18:53:58,15598,35068,What genre is Citrus?,"[""yuri"", ""shōjo ai"", ""yuri anime and manga""]",Shoujo Ai / Yuri,0.95,1,1,0,0
2565,2026-01-25 18:53:59,76264,6885,What genre is The Mist?,"[""monster film"", ""monster movie"", ""creature feature"", ""giant monster film"", ""Monster horror films"", ""horror film"", ""horror movie""]",Horror,0.95,1,1,0,0
2566,2026-01-25 18:54:02,48727,36816,What genre is The Intern?,"[""comedy film"", ""comedy movie""]",Comedy-Drama,0.95,0,-1,1,0
2567,2026-01-25 18:54:03,114,42825,What genre is William Michael Rooke?,"[""opera"", ""lyric drama"", ""European opera"", ""Western classical opera""]",Contemporary Fiction,0.85,0,-1,1,0
2568,2026-01-25 18:54:04,740,63112,What genre is Lagoon?,"[""role-playing video game"", ""RPG"", ""RPVG"", ""role playing video game"", ""role-playing game"", ""role playing video games"", ""CRPG"", ""computer RPG"", ""computer role-playing video game"", ""RP video game""]",Science Fiction,0.95,0,-1,1,0
2569,2026-01-25 18:54:04,118,42565,What genre is The Planet?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",Science Fiction,0.95,0,-1,1,0
2570,2026-01-25 18:54:05,254,36819,What genre is The Fifth Wheel?,"[""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",Comedy,0.95,1,1,0,0
2571,2026-01-25 18:54:06,274,27492,What genre is Light Years?,"[""pop punk"", ""punk-pop"", ""pop-punk""]",Science Fiction,0.95,0,-1,1,0
2572,2026-01-25 18:54:07,784,60774,What genre is Faye Adams?,"[""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B""]",Rhythm and blues,0.95,1,1,0,0
2573,2026-01-25 18:54:08,63,67724,What genre is If I Ever?,"[""synth-pop"", ""synthesizer pop"", ""techno-pop"", ""synthpop""]",R&B,0.95,0,-1,1,0
2574,2026-01-25 18:54:09,186,91093,What genre is 'Til You Cry?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",Country,0.9,1,1,0,0
2575,2026-01-25 18:54:10,10441,80602,What genre is Fahrenheit?,"[""interactive film"", ""movie game"", ""interactive movie"", ""action-adventure game"", ""a-avg"", ""action adventure video games""]",Science Fiction,0.95,0,-1,1,0
2576,2026-01-25 18:54:11,1040,14617,What genre is Turbo?,"[""racing video game"", ""racing game"", ""racing video games"", ""racer""]","Animation, Adventure, Comedy",0.95,0,-1,1,0
2577,2026-01-25 18:54:12,75,286065,What genre is More Love?,"[""pop music"", ""pop"", ""Pop""]",Country,0.95,0,-1,1,0
2578,2026-01-25 18:54:13,297,155784,What genre is A World of Difference?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Drama,0.95,0,-1,1,0
2579,2026-01-25 18:54:15,1271,47326,What genre is Notch?,"[""reggae"", ""reggae music""]","Notch is primarily known for creating video games, particularly in the indie game genre.",0.9,0,-1,1,0
2580,2026-01-25 18:54:15,530,42565,What genre is Grass?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",Documentary,0.95,1,1,0,0
2581,2026-01-25 18:54:16,2333,58500,What genre is Mandrill?,"[""funk"", ""Funk""]",Funk rock,0.9,1,1,0,0
2582,2026-01-25 18:54:17,1271,38794,What genre is Tuff?,"[""glam metal"", ""hair metal"", ""pop metal"", ""Glam Metal""]",Fiction,0.95,0,-1,1,0
2583,2026-01-25 18:54:19,120,5578,What genre is Fishing?,"[""public art""]",Fishing is not a genre; it is an activity or hobby.,0.9,0,-1,1,0
2584,2026-01-25 18:54:19,14419,19455,What genre is The Hurricane?,"[""biographical film"", ""biopic"", ""biography film"", ""biography movie"", ""biographical movie"", ""biographical picture""]",Drama,0.95,0,-1,1,0
2585,2026-01-25 18:54:21,22787,11430,What genre is V: The Original Miniseries?,"[""science fiction television series"", ""science fiction TV"", ""science fiction series"", ""science fiction television"", ""science fiction on television""]",Science fiction,0.95,1,1,0,0
2586,2026-01-25 18:54:22,682,286065,What genre is Pur?,"[""pop music"", ""pop"", ""Pop""]",Rock,0.95,0,-1,1,0
2587,2026-01-25 18:54:23,18643,90942,What genre is Society?,"[""horror film"", ""horror movie""]",Drama,0.95,0,-1,1,0
2588,2026-01-25 18:54:23,165,83910,What genre is Throw?,"[""punk rock"", ""punk"", ""punk music""]",Electronic,0.85,0,-1,1,0
2589,2026-01-25 18:54:24,1148,99831,What genre is Born American?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action""]",Action/Drama,0.9,1,1,0,0
2590,2026-01-25 18:54:26,100,286065,What genre is Lines?,"[""pop music"", ""pop"", ""Pop""]",Poetry,0.95,0,-1,1,0
2591,2026-01-25 18:54:27,328,140450,What genre is The Checks?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]",Indie rock,0.9,1,1,0,0
2592,2026-01-25 18:54:27,830,155784,What genre is Etidorhpa?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Science fiction,0.95,1,1,0,0
2593,2026-01-25 18:54:28,56,155784,"What genre is The Remarkable Exploits of Lancelot Biggs, Spaceman?","[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Science Fiction,0.95,1,1,0,0
2594,2026-01-25 18:54:29,348,91093,What genre is After All This Time?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",Pop,0.9,0,-1,1,0
2595,2026-01-25 18:54:30,3287,64579,What genre is How to Deal?,"[""romantic comedy"", ""romedy"", ""romcom""]",Romantic comedy,0.95,1,1,0,0
2596,2026-01-25 18:54:31,174,20220,What genre is Relax?,"[""trance"", ""trance music"", ""Trance""]",Electronic,0.95,0,-1,1,0
2597,2026-01-25 18:54:32,16131,99831,What genre is Kick?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action""]",Action/Comedy,0.95,1,1,0,0
2598,2026-01-25 18:54:33,9461,90942,What genre is The Eye?,"[""horror film"", ""horror movie""]",Horror,0.95,1,1,0,0
2599,2026-01-25 18:54:34,281,31446,What genre is Colorful?,"[""J-pop"", ""Japanese pop"", ""jpop""]","Animation, Drama",0.95,0,-1,1,0
2600,2026-01-25 18:54:35,1922,15249,What genre is Bethany Dillon?,"[""contemporary Christian music"", ""inspirational music"", ""CCM"", ""Contemporary Christian music""]",Contemporary Christian,0.95,1,1,0,0
2601,2026-01-25 18:54:36,568,28005,What genre is Top Shop?,"[""board game"", ""boardgame"", ""board games"", ""boardgames""]",Retail fashion,0.95,0,-1,1,0
2602,2026-01-25 18:54:38,100,25391,What genre is Wildlife?,"[""Britpop"", ""British pop"", ""Brit-pop""]",Drama,0.95,0,-1,1,0
2603,2026-01-25 18:54:39,2750,60774,What genre is Champaign?,"[""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B""]",R&B,0.95,1,1,0,0
2604,2026-01-25 18:54:41,21301,106297,What genre is The Rev?,"[""heavy metal"", ""heavy metal music"", ""Heavy Metal"", ""Metal"", ""Metal music"", ""metal"", ""Heavy Metal Music""]",Metalcore,0.9,1,1,0,0
2605,2026-01-25 18:54:42,105,31446,What genre is Rise?,"[""J-pop"", ""Japanese pop"", ""jpop""]",Sports drama,0.95,0,-1,1,0
2606,2026-01-25 18:54:42,306,286065,What genre is Plus?,"[""pop music"", ""pop"", ""Pop""]",Pop,0.95,1,1,0,0
2607,2026-01-25 18:54:44,238,12568,What genre is The Arab?,"[""adventure film"", ""adventure movie"", ""adventure""]",Drama,0.95,0,-1,1,0
2608,2026-01-25 18:54:45,831,47889,What genre is Angel?,"[""sitcom"", ""situational comedy"", ""situation comedy""]",Fantasy/Drama,0.95,0,-1,1,0
2609,2026-01-25 18:54:46,76,36816,What genre is My Husband?,"[""comedy film"", ""comedy movie""]",Drama,0.95,0,-1,1,0
2610,2026-01-25 18:54:46,49,140450,What genre is West?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]",Hip hop,0.95,0,-1,1,0
2611,2026-01-25 18:54:47,153467,36819,What genre is Suits?,"[""legal drama"", ""courtroom drama"", ""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",Legal drama,0.95,1,1,0,0
2612,2026-01-25 18:54:48,82,13690,What genre is It Sounds Like?,"[""progressive house"", ""Progressive House"", ""Prog House""]",Pop,0.9,0,-1,1,0
2613,2026-01-25 18:54:49,1755,17650,What genre is Straight Out of Hell?,"[""power metal""]",Heavy Metal,0.95,0,-1,1,0
2614,2026-01-25 18:54:50,260,91093,What genre is All Over Me?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",Drama,0.95,0,-1,1,0
2615,2026-01-25 18:54:54,938,286065,What genre is Johnny Harris?,"[""pop music"", ""pop"", ""Pop""]",Documentary filmmaker,0.95,0,-1,1,0
2616,2026-01-25 18:54:55,1443,83910,What genre is She?,"[""punk rock"", ""punk"", ""punk music""]",Fantasy,0.9,0,-1,1,0
2617,2026-01-25 18:54:56,163,59051,What genre is The Essential Pavarotti?,"[""Western classical music"", ""Western art music"", ""European classical music"", ""Classical music""]",Classical,0.95,1,1,0,0
2618,2026-01-25 18:54:56,141,42565,What genre is Appalachia: A History of Mountains and People?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",Non-fiction,0.95,0,-1,1,0
2619,2026-01-25 18:54:57,199,67724,What genre is Speak?,"[""synth-pop"", ""synthesizer pop"", ""techno-pop"", ""synthpop""]",Young Adult Fiction,0.95,0,-1,1,0
2620,2026-01-25 18:54:58,2559,138822,What genre is Gigantic?,"[""alternative rock"", ""alternative music"", ""alt-rock"", ""alternative"", ""alt rock"", ""pop/rock"", ""Alternative Rock""]",Action-adventure,0.9,0,-1,1,0
2621,2026-01-25 18:54:59,1067,140450,What genre is Something Happens?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]",Alternative rock,0.9,1,1,0,0
2622,2026-01-25 18:55:00,6504,18174,What genre is Dirk Gently?,"[""detective fiction"", ""detective and mystery fiction""]",Science fiction,0.95,0,-1,1,0
2623,2026-01-25 18:55:01,410,31446,What genre is Kei Yasuda?,"[""J-pop"", ""Japanese pop"", ""jpop""]",J-Pop,0.95,1,1,0,0
2624,2026-01-25 18:55:03,5354,60774,What genre is Silk?,"[""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B""]",Historical fiction,0.95,0,-1,1,0
2625,2026-01-25 18:55:03,4032,22150,What genre is Intervals?,"[""progressive metal"", ""prog metal"", ""technical metal"", ""Progressive Metal""]",Progressive metal,0.95,1,1,0,0
2626,2026-01-25 18:55:04,369,42565,What genre is Glass?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",Psychological thriller,0.9,0,-1,1,0
2627,2026-01-25 18:55:05,15403,41996,What genre is Soldier?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action"", ""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]",Science Fiction,0.95,1,1,0,0
2628,2026-01-25 18:55:06,42217,36816,What genre is The Interview?,"[""comedy film"", ""comedy movie""]",Comedy,0.95,1,1,0,0
2629,2026-01-25 18:55:07,1271,9657,What genre is As One?,"[""Cantopop"", ""Cantonese popular music"", ""HK-pop"", ""Hong Kong pop music""]",Documentary,0.95,0,-1,1,0
2630,2026-01-25 18:55:08,28689,41996,What genre is Star Trek: First Contact?,"[""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]",Science Fiction,0.9999,1,1,0,0
2631,2026-01-25 18:55:09,17752,93255,What genre is Raphael Saadiq?,"[""soul music"", ""soul"", ""Soul""]",R&B,0.95,0,-1,1,0
2632,2026-01-25 18:55:12,4975,4635,What genre is Richie Hawtin?,"[""minimal techno""]",Techno,0.95,1,1,0,0
2633,2026-01-25 18:55:13,11446,85003,What genre is Ironic?,"[""pop rock"", ""pop/rock"", ""pop-rock""]",Alternative rock,0.9,0,-1,1,0
2634,2026-01-25 18:55:14,2765,47046,What genre is Windir?,"[""black metal"", ""Black Metal""]",Black Metal,0.95,1,1,0,0
2635,2026-01-25 18:55:17,446,36816,What genre is Our Wife?,"[""comedy film"", ""comedy movie""]",Drama,0.9,0,-1,1,0
2636,2026-01-25 18:55:18,241,22590,What genre is The Charts?,"[""doo-wop"", ""doo wop""]",Pop,0.9,0,-1,1,0
2637,2026-01-25 18:55:19,259,47300,What genre is The Very Things?,"[""post-punk"", ""new musick"", ""Post-Punk""]",Alternative rock,0.9,0,-1,1,0
2638,2026-01-25 18:55:20,516,100802,What genre is Mark Feldman?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",Jazz,0.95,1,1,0,0
2639,2026-01-25 18:55:21,6516,90942,What genre is 976-EVIL?,"[""horror film"", ""horror movie""]",Horror,0.95,1,1,0,0
2640,2026-01-25 18:55:22,460,68145,What genre is The Narrative?,"[""indie rock"", ""Independent rock"", ""Indie Rock"", ""indie pop"", ""indie pop music"", ""indie-pop"", ""indiepop""]",Indie rock,0.9,1,1,0,0
2641,2026-01-25 18:55:23,499,30369,What genre is LETTERS?,"[""epistolary novel""]",Fiction,0.9,0,-1,1,0
2642,2026-01-25 18:55:24,25391,36819,What genre is Super?,"[""superhero film"", ""Superhero movie"", ""Superhero motion picture"", ""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",Super is a superhero black comedy film.,0.95,0,-1,1,0
2643,2026-01-25 18:55:25,2260,199957,What genre is Verbal?,"[""hip hop music"", ""hip-hop music""]",Hip hop,0.95,1,1,0,0
2644,2026-01-25 18:55:26,980,61181,What genre is Calendar?,"[""romance film"", ""romance genre"", ""romantic film""]",Drama,0.95,0,-1,1,0
2645,2026-01-25 18:55:27,21538,40551,What genre is The Gift?,"[""supernatural"", ""simple supernaturalism""]",Thriller,0.95,0,-1,1,0
2646,2026-01-25 18:55:27,90,36816,What genre is The Other Man?,"[""comedy film"", ""comedy movie""]",Thriller,0.95,0,-1,1,0
2647,2026-01-25 18:55:28,684,100802,What genre is Candy?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",Romance,0.95,0,-1,1,0
2648,2026-01-25 18:55:29,756,68145,What genre is The Good Life?,"[""indie rock"", ""Independent rock"", ""Indie Rock""]",Indie rock,0.95,1,1,0,0
2649,2026-01-25 18:55:30,198,286065,What genre is SIG?,"[""pop music"", ""pop"", ""Pop""]",Electronic,0.9,0,-1,1,0
2650,2026-01-25 18:55:31,7866,64579,What genre is First Love?,"[""romantic comedy"", ""romedy"", ""romcom""]",Romance,0.95,0,-1,1,0
2651,2026-01-25 18:55:32,345,37122,What genre is 454 Big Block?,"[""metalcore"", ""metallic hardcore""]",Rock,0.9,0,-1,1,0
2652,2026-01-25 18:55:33,12832,49998,What genre is Super Mario Sunshine?,"[""platform game"", ""platformer"", ""Platform video games""]",Platformer,0.9999,1,1,0,0
2653,2026-01-25 18:55:34,1210,36819,What genre is Together?,"[""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",Drama,0.95,1,1,0,0
2654,2026-01-25 18:55:35,3224,40299,What genre is Risen?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Action role-playing game,0.95,1,1,0,0
2655,2026-01-25 18:55:36,103,138822,What genre is My Body Sings Electric?,"[""alternative rock"", ""alternative music"", ""alt-rock"", ""alternative"", ""alt rock"", ""pop/rock"", ""Alternative Rock""]",Indie rock,0.9,0,-1,1,0
2656,2026-01-25 18:55:37,1780,2467,What genre is Neighbours?,"[""pixilation""]",Soap opera,0.95,0,-1,1,0
2657,2026-01-25 18:55:38,91,31446,What genre is Wake Up?,"[""J-pop"", ""Japanese pop"", ""jpop""]",Rock,0.9,0,-1,1,0
2658,2026-01-25 18:55:39,5978,100802,What genre is Grant Green?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",Jazz,0.95,1,1,0,0
2659,2026-01-25 18:55:40,94,28275,What genre is The Copper?,"[""crime film"", ""crime movie""]",Historical fiction,0.9,0,-1,1,0
2660,2026-01-25 18:55:42,1664,7260,What genre is Starship Troopers: Terran Ascendancy?,"[""real-time tactics"", ""RTT"", ""real time tactics""]",Real-time strategy,0.95,0,-1,1,0
2661,2026-01-25 18:55:43,2953,33948,What genre is Dead or Alive 5 Last Round?,"[""fighting game"", ""fighting video games""]",Fighting,0.9999,1,1,0,0
2662,2026-01-25 18:55:44,4292,31850,What genre is Sublime?,"[""horror film"", ""horror movie"", ""psychological horror""]",Ska punk,0.9,0,-1,1,0
2663,2026-01-25 18:55:44,7859,66000,What genre is Believe?,"[""dance-pop"", ""dance pop""]",Pop,0.95,1,1,0,0
2664,2026-01-25 18:55:46,721,22860,What genre is Brave?,"[""musical film"", ""musical movie""]",Animation,0.95,0,-1,1,0
2665,2026-01-25 18:55:46,31792,105540,What genre is Something Wicked This Way Comes?,"[""fantasy"", ""fantasy fiction"", ""horror literature""]",Fantasy,0.95,1,1,0,0
2666,2026-01-25 18:55:47,486,83910,What genre is Adhesive?,"[""punk rock"", ""punk"", ""punk music""]",Rock,0.9,1,1,0,0
2667,2026-01-25 18:55:48,1161,155784,What genre is Light?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Science Fiction,0.95,1,1,0,0
2668,2026-01-25 18:55:49,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Action RPG,0.95,1,1,0,0
2669,2026-01-25 18:55:50,1217,36819,What genre is End of the Line?,"[""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",Country,0.9,0,-1,1,0
2670,2026-01-25 18:55:51,60,178685,What genre is A Question and Answer Guide to Astronomy?,"[""science""]",Non-fiction,0.95,0,-1,1,0
2671,2026-01-25 18:55:52,267,22860,What genre is Music in the Air?,"[""musical film"", ""musical movie"", ""romantic comedy"", ""romedy"", ""romcom""]",Musical,0.95,1,1,0,0
2672,2026-01-25 18:55:53,2795,140450,What genre is Weld?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]",Experimental rock,0.9,1,1,0,0
2673,2026-01-25 18:55:53,404,155784,What genre is Level 7?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Science Fiction,0.95,1,1,0,0
2674,2026-01-25 18:55:54,21099,36816,What genre is Planes?,"[""comedy film"", ""comedy movie""]",Animation,0.95,0,-1,1,0
2675,2026-01-25 18:55:55,1207,36816,What genre is Jour de Fête?,"[""comedy film"", ""comedy movie""]",Comedy,0.95,1,1,0,0
2676,2026-01-25 18:55:56,1190,35112,What genre is 9: The Last Resort?,"[""adventure game"", ""adventure video game""]",Action/Adventure,0.95,0,-1,1,0
2677,2026-01-25 18:55:57,909,77166,What genre is Samer el Nahhal?,"[""hard rock""]",Pop,0.85,0,-1,1,0
2678,2026-01-25 18:55:58,58,31446,What genre is Buono! 2?,"[""J-pop"", ""Japanese pop"", ""jpop""]",J-pop,0.95,1,1,0,0
